id;name;x;y;province
377;Condé-sur-Suippe;-733532.695187396;5615518.27160982;Belgica
378;Solothurn;-520328.915902694;5317020.15359939;Germania Superior
379;Olonzac;-983399.056407747;4957276.15388793;Narbonensis
380;Liberchies;-734486.63726866;5753105.98560175;Belgica
381;Alcudia;-1032987.09205243;4565139.88427284;Tarraconensis
382;Doncaster;-954400.225932827;6162237.29450176;Britannia
383;Barletta;105167.975379228;4584653.68093413;Italia
384;Newstead;-977451.949243476;6113705.91935717;Britannia
385;Corinth;671995.538885526;4201039.98796946;Achaia
386;Murcia;-1494611.15952334;4515306.27645192;Tarraconensis
387;Cabrera de Mar;-1055274.19702231;4767792.85229617;Tarraconensis
388;Rouhling;-520102.785296311;5537580.20091714;Belgica
389;Bearsden;-1063737.17227391;6491121.01523214;Caledonia
390;Voghenza;-232013.144955286;4998825.83586494;Italia
391;Porto Azzurro;-367621.250788586;4789726.91243679;Italia
392;Rubí;-1086372.81688088;4770829.10745158;Tarraconensis
393;Bourbon-Lancy;-872915.653662407;5317911.97372224;Aquitania
394;Mâlain;-722686.532656378;5370176.40866596;Lugdunensis
395;La Croix-Valmer;-673121.183948151;4886192.23048959;Narbonensis
396;Caerwent;-1133676.47494271;5990168.43000047;Britannia
397;Caernarfon;-1172762.88304592;6192560.61999399;Britannia
398;Pézenas;-922808.365648722;4964429.35579672;Narbonensis
399;Saint-Blaise;-796445.488684615;4938168.7621311;Narbonensis
400;Lisboa;-2141951.69324276;4743563.92094397;Lusitania
401;Spargi;-477178.235068769;4630628.86500327;Corsica et Sardinia
402;Urbisaglia;-118917.831499961;4811272.2542509;Italia
403;Harpham;-886593.022865327;6200321.60324008;Britannia
404;Baden;-455944.431237297;5336974.14277916;Germania Superior
405;Cartagena;-1449939.63319031;4391996.59707463;Tarraconensis
406;Ordona;49341.6325873781;4587910.8194478;Italia
407;Exeter;-1220579.71815816;5909605.90316364;Britannia
408;Wien;155753.912491715;5348916.8497442;Pannonia Superior
409;Salou;-1172430.90298931;4741846.49596517;Tarraconensis
410;Newcastle upon Tyne;-933657.639816768;6330344.85937732;Britannia
411;Brachy;-936903.204293256;5713995.02806161;Lugdunensis
412;Anse Saint-Roch à Antibe;-620984.210340932;4915632.49114008;Narbonensis
413;La Saône;-758566.458141399;5192822.28219384;Narbonensis
414;Île Cavallo;-482434.963785334;4646657.06628304;Corsica et Sardinia
415;Liverpool;-1080344.47533016;6191222.0230461;Britannia
416;Sousse (Hadrumetum);-437654.120567166;4014532.55791397;Africa Proconsularis
417;Cesena;-199931.363002619;4925164.66577454;Italia
418;San Fernando (Cádiz);-1961368.11116075;4399877.87222826;Baetica
419;Île-Rousse;-489331.218837542;4791101.43013836;Corsica et Sardinia
420;Borriana;-1309314.24605566;4634366.37452025;Tarraconensis
421;Toulouse;-674632.496443553;5301993.47682939;Germania Superior
422;Vic;-1056692.36217295;4815366.92725183;Tarraconensis
423;Camós;-1010545.432283;4823585.8714833;Tarraconensis
424;Trapani;-248236.169757438;4242057.31041211;Sicilia
425;Entremont;-631707.898331306;5194005.56659411;Narbonensis
426;Fourvière;-758074.407741731;5196418.37315334;Lugdunensis
427;Minturno;-107637.983443354;4591930.81510892;Italia
428;Hermopolis;1468012.67961085;3113903.80933591;Aegyptus
429;Quarante;-963003.388612329;4960187.45340832;Narbonensis
430;Noyon;-797395.051112812;5649857.45570664;Belgica
431;Aquileia;-93329.1874286679;5096922.0859717;Italia
432;Mouliets-et-Villemartin;-1160727.64714426;5184152.83893968;Aquitania
433;Tanis (San el-Hagar);1541153.25507356;3478030.99455183;Aegyptus
434;Île de Riou;-769886.695805684;4900353.20188776;Narbonensis
435;Villetelle;-858751.208612973;4982309.47064705;Narbonensis
436;Île Tiboulen de Maire;-773887.821720681;4905453.37155271;Narbonensis
