34;2389;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;PERSEI (PFRSFI)
35;16277;Dressel 20;Chicester;United Kingdom;50.8333330000000032;-0.783332999999999946;...ISSI
36;126;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;ACIRGIF
37;24948;Amphora incerta;Vienne;France;45.5247850000000014;4.87345299999999959;…LIC
38;39725;Dressel 20;Beziers;France;43.345286999999999;3.22237399999999985;LVALEAME
39;8908;Africana;Volubilis;Morokko;34.0736970000000028;-5.55703200000000042;AVSPILEPTI
40;19541;Dressel 20;Fréjus;France;43.4328580000000031;6.7352369999999997;LANSEC
41;18879;Dressel 20;Ladenburg (Lopodunum);Germany;49.4730709999999974;8.608962;QIMFN
42;17349;Pascual 1;Barcelona;Spain;41.3983709999999974;2.17410000000000014;V
43;7431;Dressel 20;Augst;Switzerland;47.5368179999999967;7.71720499999999987;CANTONIQVIETI
44;14385;Dressel 20;Köln;Germany;50.9333329999999975;6.95000000000000018;PQFLFL
45;5256;Dressel 20;Port-Vendres;France;42.5175940000000026;3.10437099999999999;CFAV
46;25486;Rodia Antiqua;Capalbio;Italy;42.4500000000000028;11.4166670000000003;$MHNODOPOYEM$
47;35829;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;CERDO
48;20537;Pascual 1;Barcelona;Spain;41.3983709999999974;2.17410000000000014;P
49;15035;Dressel 20;Toulouse;France;43.5995160000000013;1.43318799999999991;MAR
50;25913;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;FCAERAR
51;3451;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;PNNF
52;7509;Dressel 20;Augst;Switzerland;47.5368179999999967;7.71720499999999987;CIALB
53;36865;Dressel 6B;Vicenza;Italy;45.5499999999999972;11.5500000000000007;?
54;15057;Dressel 1;Bagnols-sur-Cèze;France;44.1598970000000008;4.61775700000000011;...EC
55;25311;Operculum;Sardegna;Italy;39.8819439999999972;8.4399999999999995;((CHRISMON))
56;19280;Pascual 1;Mataró;Spain;41.5421130000000005;2.44450300000000009;V
57;992;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;VIRIIII
58;21222;Dressel 6;Budapest;Hungary;47.5;19.0833329999999997;MCA…
59;34790;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;APOLLONIDES
60;37424;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;VISELLI
61;36746;Dressel 6B;Padova;Italy;45.4166669999999968;11.8833330000000004;CLAEKBAS
62;30476;Dressel 20;Amiens;France;49.8999999999999986;2.29999999999999982;QANTR...
63;24784;Amphora incerta;Vienne;France;45.5247850000000014;4.87345299999999959;EHE…
64;32844;Dressel 6B;Padova;Italy;45.4166669999999968;11.8833330000000004;...LIVI…
65;27221;Keay 16;Luni;Italy;44.0666670000000025;9.98333300000000001;QETAVR
66;8346;Dressel 1A;Roanne;France;44.6909169999999989;5.26539700000000011;ACA
67;1552;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;BELLI (BELI)
68;37437;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;VISELLI
69;19324;Dressel 1;Colònia de Sant Jordi;Spain;39.3166670000000025;3;CL
70;19605;Gauloise;Mainz;Germany;49.9841880000000032;8.27909599999999912;ALBIN
71;33515;Africana 2A Grande;Roma;Italy;41.8999999999999986;12.483333;...LSF
72;29582;Dressel 20;Saint-Romain-en-Gal;France;45.5315920000000034;4.86074300000000026;SPERATVS
73;32069;Dressel 6A;Egna;Italy;46.3166670000000025;11.266667;AVRESIS
74;37305;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;EPIGENVS
75;35262;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;LVCAO
76;32770;Dressel 6B;Padova;Italy;45.4166669999999968;11.8833330000000004;LAEK
77;1922;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;DOMS
78;8240;Dressel 20;Sallèles;France;43.2595280000000031;2.94614500000000001;CMS
79;13523;Dressel 20;Alcolea del Río;Spain;37.6150579999999977;-5.6669419999999997;PNN
80;1829;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;PCIODICIILI
81;38940;Dressel 20;Écija;Spain;37.5422030000000007;-5.08259900000000009;IICAMILIMELISSI
82;25750;Dressel 20;Ostia Antica;Italy;41.75;12.2833330000000007;LAENTEISVRI
83;9337;Dressel 2-4 Catalan;Rade d'Agay;France;43.4333329999999975;6.86666699999999963;ACA
84;12557;Dressel 1;Mahón;Spain;39.8833330000000004;4.25;H...
85;24066;Almagro 51C;Santa Pola;Spain;38.1927299999999974;-0.557868000000000031;DILALL
86;13516;Dressel 20;Alcolea del Río;Spain;37.6150579999999977;-5.6669419999999997;PNN...
87;31710;Amphora incerta;Pompeya;Italy;40.75;14.483333;AYSIOES
88;37579;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;DEMETRI
89;6506;Dressel 20;Antioch;Turkey;36.2065509999999975;36.1572249999999968;GMMF
90;35135;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;DIOCLES
91;9963;Dressel 1B;Golfe de Fos;France;43.3835430000000031;4.94285100000000011;ANT
92;17108;Dressel 20;London;United Kingdom;51.514248000000002;-0.0931450000000000056;A...MPPLPS
93;35227;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;HERMAISCI
94;23834;Amphora incerta;Nuits-Saint-Georges;France;47.1368289999999988;4.94900099999999998;OIAEL?
95;16895;Dressel 20;York;United Kingdom;53.9666670000000011;-1.0833330000000001;FSCIMNIANO
96;15366;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;LIL…
97;570;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;((RAMVS PALMAE))
98;24633;Dressel 20;Lyon?;France;45.7484570000000019;4.84671099999999999;SCALENSIAGEME
99;18723;Dressel 20;Bardon Mill;United Kingdom;54.9666670000000011;-2.3333330000000001;APH
100;28110;Dressel 20;Ostia Antica;Italy;41.75;12.2833330000000007;P
101;15658;Dressel 20;London;United Kingdom;51.514248000000002;-0.0931450000000000056;LATRV
102;35472;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;SCOPAS
103;38966;Dressel 20;Écija;Spain;37.5422030000000007;-5.08259900000000009;CORBEL
104;40038;Brindisian amphora;Brindisi;Italy;40.6333330000000004;17.9333330000000011;BAHANO
105;27061;Gauloise 4;Haute-Goulaine;France;47.1990490000000023;-1.42940700000000009;CDV
106;29534;Dressel 20;Split;Croatia;43.5138889999999989;16.4558329999999984;SCOROBRES
107;3068;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;IICCLMM
108;23136;Dressel 6B;Tortona;Italy;44.8999999999999986;8.86666699999999963;ACRISPIN?
109;6300;Dressel 7-11;Cap Caveaux;France;43.261924999999998;5.28892200000000035;LVOLTEILI
110;36298;Dressel 2-4 Catalan;Sant Vicenç dels Horts;Spain;41.3961449999999971;2.00799400000000006;GAM
111;6418;Dressel 20;Almásfüzitó;Hungary;47.7275190000000009;18.2653819999999989;PMSP
112;297;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;FCVCVM
113;20887;Dressel 1;Mont-Beuvray;France;46.9267800000000008;4.03214299999999959;...AVRO...
114;28511;Dressel 1A;Villeneuve-Saint-Germain;France;49.3797640000000015;3.359518;((SIGNUM))
115;36530;Dressel 2-4 Catalan;Sant Vicenç dels Horts;Spain;41.3961449999999971;2.00799400000000006;P
116;23767;Lamboglia 2;San Pedro;Spain;37.8022419999999997;-0.751789000000000041;TREB
117;30614;Dressel 20;Caudebec-lès-Elbeuf;France;49.280816999999999;1.02194999999999991;MEL...
118;20549;Dressel 20;Avenches;Switzerland;46.8808879999999988;7.04104200000000002;LANNISEC (LANISEC)
119;14005;Dressel 20;Stockstadt am Main;Germany;49.9758330000000015;9.06379699999999922;FALBLIC
120;17604;Dressel 2-4 Catalan;Sant Vicenç dels Horts;Spain;41.3961449999999971;2.00799400000000006;PH
121;28793;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;CONSFC
122;14437;Dressel 20;Frankfurt am Main;Germany;50.1155199999999965;8.68416700000000041;QIIALFS?
123;518;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;FIGEDPPAEF
124;17155;Dressel 20;Falkirk;United Kingdom;56;-3.76666699999999999;Q...
125;10239;Dressel 20;Golfe de Fos;France;43.3835430000000031;4.94285100000000011;PRIMI (PRM)
126;39199;Brindisian amphora;Brindisi;Italy;40.6333330000000004;17.9333330000000011;APOLONI
127;12574;Pascual 1;Alayor;Spain;39.9345629999999971;4.14196000000000009;MCN
128;1570;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;BVRB
129;26990;Dressel 20;Velzeke-Ruddershove;Belgium;50.8843639999999979;3.76150999999999991;PHIILEROTIS
130;36486;Pascual 1;Sant Vicenç dels Horts;Spain;41.3961449999999971;2.00799400000000006;SYNE
131;10110;Dressel 20;Golfe de Fos;France;43.3835430000000031;4.94285100000000011;CFO
132;3267;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;IIMINACRETCAL (IIMINACRETCN)
133;35589;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;THEARION
134;35836;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;CERDO
135;33484;Africana 2D Grande;Roma;Italy;41.8999999999999986;12.483333;AEMC...AEH
136;260;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;FCAERARI
137;35280;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;LVCAON
138;3050;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;MLFCT
139;8850;Dressel 20;Volubilis;Morokko;34.0736970000000028;-5.55703200000000042;MEE
140;36752;Dressel 6A;Vicenza;Italy;45.5499999999999972;11.5500000000000007;BIDIENICLAR
141;36347;Pascual 1;Sant Boi de Llobregat;Spain;41.3426469999999995;2.04079100000000002;F & E
142;2711;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;MILONF
143;571;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;PMOCVFIGEDO
144;4635;Africana;Salakta;Tunisia;35.394444;11.0436110000000003;O
145;6479;Dressel 20;Alexandria;Egypt;31.2156449999999985;29.9552660000000017;QCCC
146;39798;Dressel 2-4 Catalan;Roma;Italy;41.8999999999999986;12.483333;CA
147;12943;Dressel 20;Lora del Río;Spain;37.6589609999999979;-5.52751000000000037;CONSFC
148;9549;Dressel 20;Alcolea del Río;Spain;37.6150579999999977;-5.6669419999999997;IIIMINICIOR
149;1422;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;PARVA
150;40492;Brindisian amphora;Brindisi;Italy;40.6333330000000004;17.9333330000000011;MENECRATES
151;39926;Dressel 6A;Roma;Italy;41.8999999999999986;12.483333;SAFPIC
152;503;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;FIGEDOPPAEFVSCIANI
153;40406;Brindisian amphora;Brindisi;Italy;40.6333330000000004;17.9333330000000011;LIBON
154;17018;Dressel 20;Walton le Dale;United Kingdom;53.7333330000000018;-2.6666669999999999;FVCRM
155;3508;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;SNR
156;36186;Lamboglia 2;Ancona;Italy;43.6333330000000004;13.5;PHILOC
157;2145;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;LFCDP
158;1568;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;BVRB
159;39300;Brindisian amphora;Brindisi;Italy;40.6333330000000004;17.9333330000000011;APOLLONIMA
160;27491;Augst 17;Groß-Gerau;Germany;49.9213939999999994;8.48254999999999981;COM
161;37252;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;APOLONI
162;18492;Dolium;Île de Porquerolles;France;42.9966879999999989;6.21203000000000038;TERTIPAPI
163;12312;Dressel 20;Écija;Spain;37.5422030000000007;-5.08259900000000009;...MY...
164;20385;Dressel 20;Nuits-Saint-Georges;France;47.1368289999999988;4.94900099999999998;TAAPA
165;38405;Brindisian amphora;Brindisi;Italy;40.6333330000000004;17.9333330000000011;APEICAE
166;27876;Dressel 20;Rheinhessen;Germany;49.8333330000000032;8.16666700000000034;SCALCELS
167;24226;Dressel 2-4;Sarajevo;Bosnia and Herzegowina;43.8500000000000014;18.3833330000000004;COSSII
168;12577;Dressel 2-4 Catalan;Ciudadela;Spain;40.0333329999999989;3.8333330000000001;PACI
169;38579;Brindisian amphora;Fayum;Egypt;29.3099489999999996;30.8418039999999998;DEMETRII
170;4903;Dressel 20;Roujan;France;43.5048880000000011;3.31070799999999998;TAASIATICI
171;18329;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;CEFP
172;19020;Dressel 20;Mainz-Kastel;Germany;50.0099370000000008;8.28290900000000008;IIIVNMELISSIETMELISSE
173;9194;Pascual 1;Narbonne;France;43.1844170000000034;3.00881599999999993;FVLPHIL
174;17147;Dressel 20;Abernethy;United Kingdom;56.3333330000000032;-3.3333330000000001;P...Q
175;34448;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;MVE
176;27907;Dressel 20;Bad Kreuznach;Germany;49.8413960000000031;7.86712699999999998;LFCFP
177;9216;Dressel 20;Saint-Romain-de-Jalionas;France;45.7569659999999985;5.21526699999999988;CSTERIPAVLLI
178;19625;Lamboglia 2;El Saler;Spain;39.3833330000000004;-0.33333299999999999;?
179;18730;Dressel 20;Bardon Mill;United Kingdom;54.9666670000000011;-2.3333330000000001;QSP
180;26749;Dressel 20;Hornachuelos;Spain;37.8333330000000032;-5.23333300000000001;LFCCVFS
181;35681;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;VISELLI
182;10566;Dressel ante 6B;Altino;Italy;45.5444439999999986;12.3933330000000002;PQSCAPVLAE
183;37007;Dressel 20;Orange;France;44.1391950000000008;4.80790600000000001;MSMACIRGI
184;11067;Dressel 20;Écija;Spain;37.5422030000000007;-5.08259900000000009;...FE...
185;39399;Dressel 20;Nîmes;France;43.8337780000000024;4.35962300000000003;QCC
186;17506;Dressel 20;Ampurias;Spain;42.1395430000000033;3.11780899999999983;APN
187;9872;Dressel 1B;Golfe de Fos;France;43.3835430000000031;4.94285100000000011;DR
188;24406;Dressel 1;Mont-Beuvray;France;46.9267800000000008;4.03214299999999959;EFID
189;9426;Dressel 20;Genève;Switzerland;46.1956020000000009;6.14811300000000038;PONTM
190;25852;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;ATTENIAECYTONIDIS
191;32478;Dressel 6B;Magdalensberg;Austria;46.6499999999999986;14.9666669999999993;LAEK
192;26109;Africana;Roma;Italy;41.8999999999999986;12.483333;TERI
193;39501;Dressel 20;Isère;France;45.1666669999999968;5.83333299999999966;MIM
194;15804;Dressel 20;Lanark;United Kingdom;55.6499999999999986;-3.78333299999999983;MMCS
195;478;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;LFLCVFP
196;25638;Dressel 2-4 Catalan;Narbonne;France;43.1844170000000034;3.00881599999999993;L
197;28321;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;MARV
198;1120;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;LAL
199;26291;Africana 2A Grande;Monaco;Monaco;43.7352080000000001;7.42520000000000024;GM
200;16169;Dressel 20;Carlisle;United Kingdom;54.8833330000000004;-2.93333300000000019;QIMF
201;34884;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;ARCHELA
202;14823;Dressel 20;Bad Cannstatt;Germany;48.8058270000000007;9.24180899999999994;MQSR
203;39411;Dressel 20;Nîmes;France;43.8337780000000024;4.35962300000000003;QCP
204;11960;Dressel 20;Groß-Gerau;Germany;49.9213939999999994;8.48254999999999981;IVNIMELISSI
205;27362;Beltrán 2B;Puerto Real;Spain;36.5286040000000014;-6.19102200000000025;AVEROSF
206;24031;Dressel 20;Alicante;Spain;38.3500000000000014;-0.450000000000000011;QSP
207;7250;Amphora incerta;Château Rousillon;France;42.7104029999999995;2.94671100000000008;PCORNELFVGI
208;9198;Pascual 1;Narbonne;France;43.1844170000000034;3.00881599999999993;HIL?
209;16446;Dressel 20;Wroxeter;United Kingdom;52.6666669999999968;-2.64999999999999991;GNAC… & GNAC
210;17527;Pascual 1;Ampurias;Spain;42.1395430000000033;3.11780899999999983;CNLENTVLAVGVRIS
211;41061;Brindisian amphora;Brindisi;Italy;40.6333330000000004;17.9333330000000011;ANINIANA
212;20518;Dressel 1;Mont-Beuvray;France;46.9267800000000008;4.03214299999999959;…DAGOG?
213;13237;Dressel 20;Carmona;Spain;37.4712480000000028;-5.64608299999999996;TFAN?
214;8414;Pascual 1 similis;Aspiran,Herault;France;43.5658090000000016;3.44975100000000001;LAETI
215;26477;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;FIGVLGEMESILVINIL
216;25832;Dressel 20;Ostia Antica;Italy;41.75;12.2833330000000007;BEL
217;14391;Dressel 20;Niederbieber;Germany;50.2715150000000008;8.56691700000000012;QFVLNIC
218;16347;Dressel 20;St. Albans;United Kingdom;51.8333330000000032;-0.25;LMA
219;27281;Dressel 14A;Los Barrios;Spain;36.1847040000000035;-5.48953899999999972;CNPFCR & CNPFCR
220;39862;Dressel 2-4 Catalan;Roma;Italy;41.8999999999999986;12.483333;ilegibile
221;2199;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;LFCSENTI
222;40996;Brindisian amphora;Brindisi;Italy;40.6333330000000004;17.9333330000000011;ANINIANA
223;37575;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;((SIGNUM))
224;20650;Amphora incerta;Colchester;United Kingdom;51.8833330000000004;0.900000000000000022;AQA
225;14074;Dressel 20;Wasserbillig;Luxembourg;49.7100000000000009;6.50027799999999978;ACIRGI
226;21482;Mortarium;Avenches;Switzerland;46.8808879999999988;7.04104200000000002;SABINI
227;21490;Mortarium;Avenches;Switzerland;46.8808879999999988;7.04104200000000002;((PALMA))
228;36815;Dressel 6B;Vicenza;Italy;45.5499999999999972;11.5500000000000007;LAE
229;1139;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;TAM
230;9968;Dressel 1C;Golfe de Fos;France;43.3835430000000031;4.94285100000000011;CANI
231;10548;Dressel 6A;Altino;Italy;45.5444439999999986;12.3933330000000002;...AMAEBID...
232;23199;Dressel 6A;Tortona;Italy;44.8999999999999986;8.86666699999999963;HERENNIA
233;7672;Dressel 23;Augst;Switzerland;47.5368179999999967;7.71720499999999987;...LV...?
234;16526;Dressel 20;Caerleon;United Kingdom;51.6133329999999972;-2.9588890000000001;COI
235;20825;Dressel 1;Mont-Beuvray;France;46.9267800000000008;4.03214299999999959;EH
236;29639;Dressel 20;Vienne;France;45.5247850000000014;4.87345299999999959;LVBC
237;17275;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;LIDFITALICAE
238;40619;Brindisian amphora;Brindisi;Italy;40.6333330000000004;17.9333330000000011;PERDICAS
239;7502;Dressel 20;Augst;Switzerland;47.5368179999999967;7.71720499999999987;QFLFLAV
240;1262;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;CAEFFM
241;36938;Amphora incerta;Campania;Italy;40.8166670000000025;14.1166669999999996;EPMCHI
242;38867;Dressel 20;Écija;Spain;37.5422030000000007;-5.08259900000000009;IIIVNMELISSIETMELISSE ((HEDERA))
243;37348;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;NIC
244;21354;Gauloise 1;Nîmes;France;43.8337780000000024;4.35962300000000003;SA…
245;8448;Dressel 20;Agde;France;43.3109910000000013;3.4753400000000001;SNR
246;4662;Lamboglia 2;Este;Italy;45.2333330000000018;11.6500000000000004;ENIC
247;29268;Dressel 20;Ostia Antica;Italy;41.75;12.2833330000000007;LFCSENT
248;33046;Dressel 6B;Padova;Italy;45.4166669999999968;11.8833330000000004;DO
249;38807;Dressel 20;Écija;Spain;37.5422030000000007;-5.08259900000000009;…
250;40562;Brindisian amphora;Brindisi;Italy;40.6333330000000004;17.9333330000000011;MENOPILVS
251;35728;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;VISELLI
252;17577;Pascual 1;Narbonne;France;43.1844170000000034;3.00881599999999993;LVOLTEIL
253;32832;Dressel 6B;Padova;Italy;45.4166669999999968;11.8833330000000004;VARIPACCI
254;39613;Dressel 20;Arles;France;43.6816590000000033;4.6363310000000002;LRPHCON
255;29577;Dressel 20;Vienne;France;45.5247850000000014;4.87345299999999959;SISEN
256;10010;Dressel 1C;Golfe de Fos;France;43.3835430000000031;4.94285100000000011;PAX & XAP
257;13526;Dressel 20;Alcolea del Río;Spain;37.6150579999999977;-5.6669419999999997;PNNF
258;40518;Brindisian amphora;Brindisi;Italy;40.6333330000000004;17.9333330000000011;MENOPILVS
259;28118;Dressel 20;Ostia Antica;Italy;41.75;12.2833330000000007;PPCAA
260;27926;Dressel 20;Wiesbaden;Germany;50.0825820000000022;8.24932199999999938;QIMNOV
261;31625;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;CAP
262;6520;Dressel 20;Alexandria;Egypt;31.2156449999999985;29.9552660000000017;RVFIPO
263;15998;Dressel 20;Caerleon;United Kingdom;51.6133329999999972;-2.9588890000000001;...SFE
264;15145;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;CALLIS
265;474;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;LFLCVFP
266;37564;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;VISELLI
267;25811;Dressel 6B;Ljubljana (Emona);Slovenien;46.0552780000000013;14.5144439999999992;LAEK
268;40861;Brindisian amphora;Brindisi;Italy;40.6333330000000004;17.9333330000000011;SOTERICO
269;2395;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;QFRMED
270;3956;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;GRAP
271;334;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;LFCCVFCAT
272;37765;Brindisian amphora;Akoris;Egypt;28.1875089999999986;30.7739480000000007;LANINIVS
273;5;Dressel 1B;Ampurias;Spain;42.1395430000000033;3.11780899999999983;X…
274;37413;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;VISELLI
275;32158;Lamboglia 2;Antibes;France;43.5624070000000003;7.12776600000000027;TERE
276;38068;Brindisian amphora;Brindisi;Italy;40.6333330000000004;17.9333330000000011;CVEILI
277;7252;Amphora incerta;Collioure;France;42.5257920000000027;3.08395200000000003;DAMALAE
278;14465;Dressel 20;Frankfurt am Main;Germany;50.1155199999999965;8.68416700000000041;MIM
279;2394;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;QFRMED
280;33159;Dressel 20;Bourdeaux;France;48.6771579999999986;1.09928000000000003;LE...
281;36995;Amphora incerta;Clermont-l'Hérault;France;43.6289469999999966;3.43261899999999986;AC
282;28090;Dressel 20;Alcolea del Río;Spain;37.6150579999999977;-5.6669419999999997;LQS
283;17999;Pascual 1;Badalona;Spain;41.447144999999999;2.24478899999999992;VAS
284;27047;Amphora incerta;Orléans;France;47.9028909999999968;1.90388700000000011;…AVIVSFEC
285;15778;Dressel 20;Bishopbriggs;United Kingdom;55.8999999999999986;-4.23333300000000001;MCPRI
286;26986;Dressel 1;Mont-Beuvray;France;46.9267800000000008;4.03214299999999959;A
287;23597;Lamboglia 2;San Pedro;Spain;37.8022419999999997;-0.751789000000000041;ABAR
288;34244;Amphora incerta;Bazzano;Italy;44.5;11.0833329999999997;CMS
289;7597;Dressel 20;Augst;Switzerland;47.5368179999999967;7.71720499999999987;QSD
290;27318;Amphora incerta;Puerto Real;Spain;36.5286040000000014;-6.19102200000000025;SOC
291;41060;Brindisian amphora;Brindisi;Italy;40.6333330000000004;17.9333330000000011;ANINIANA
292;8064;Dressel 20;Strasbourg;France;48.6003809999999987;7.78735499999999981;APPC & APPE
293;28251;Dressel 20;Ostia Antica;Italy;41.75;12.2833330000000007;PNNSI
294;8347;Dressel 1B;Roanne;France;44.6909169999999989;5.26539700000000011;ACIMEOVIN?
295;16134;Dressel 20;London;United Kingdom;51.514248000000002;-0.0931450000000000056;MI...
296;9547;Dressel 20;Alcolea del Río;Spain;37.6150579999999977;-5.6669419999999997;IIIMINICIOR
297;40881;Brindisian amphora;Brindisi;Italy;40.6333330000000004;17.9333330000000011;STR
298;36547;Dressel 2-4 Catalan;Sant Vicenç dels Horts;Spain;41.3961449999999971;2.00799400000000006;PLOC
